CID,CRPName,Party
N00047946,"Trambauer-Smith, Brittany",D
N00047947,"Conner, Lateefah",D
N00047948,"Flowers, Marcus",D
N00047949,"Cole, Jahmal",D
N00047950,"Nowak, Kim",D
N00047951,"Koprowski, Gene",R
N00047952,"Lombardi, Jack",R
N00047953,"Pfaff, Teresa Marie",R
N00047955,"Swanson, Michael",D
N00047956,"Stephens, John",D
N00047957,"Teeters, Bart",D
N00047958,"Whitley, Gabe",R
N00047959,"Compton, William",D
N00047960,"Ontiveros, Desiree",D
N00047961,"Ardoin, Chelsea",R
N00047962,"Johnson, J Christopher",D
N00047963,"McConnell, Mindy",L
N00047964,"Bernard, Claston",R
N00047965,"Chambers, Gary",D
N00047966,"John, Harold",D
N00047967,"Jolicoeur, Brandon",I
N00047968,"Kelly, Lloyd",D
N00047969,"Porter, Jenette",D
N00047972,"Letlow, Julia",R
N00047973,"Conerly, Chad",R
N00047974,"Smith, Sancha",R
N00047975,"Davis, Jim",I
N00047976,"Hollister, Jessica Hosinger",D
N00047977,"Lansden, Robert",R
N00047978,Jaycee Magnuson,R
N00047979,"Melton, Horace",R
N00047980,"Pannell, Richard H",R
N00047981,"Victor, Errol",R
N00047984,"Mizeur, Heather",D
N00047985,"Colombo, Malcolm",D
N00047986,"Childress, Earl",I
N00047987,"Anders, Bob",R
N00047988,"Nicoloff, Josh",D
N00047989,"McCay, James",I
N00047990,"Johnson, Alden",L
N00047991,"Hudson, Jesse Graham",I
N00047992,"Spriggs, Jason",D
N00047993,"Hines, Bo",R
N00047994,"Miller, Stephen",D
N00047995,"Lawsin, Rogelio",R
N00047996,"Alexander, Timothy C",D
N00047997,"Tavarez, Hector",D
N00047998,"D'Agostino, Nick",R
N00047999,"Euvin, Sherry",D
N00048000,"Brotschol, Hillery",R
N00048001,"Mayfield, Darius",R
N00048002,"Reyes, Victor",D
N00048003,"Lund, Sheridan",D
N00048004,"Roybal Caballero, Patricia",D
N00048005,"Guerrero, Selinda",D
N00048006,"Louis, Georgene",D
N00048007,"Fernandez, Francisco",D
N00048008,"Aragon, Eddy",R
N00048010,"Robertson, Mark",R
N00048011,"Becker, April",R
N00048012,"Johnson, John",I
N00048013,"Green, Steven",D
N00048014,"Medina, Ian Anthony",D
N00048015,"Ramos Debarros, Brittany",D
N00048016,"Matthews, Cole",D
N00048017,"Redden, Savanna",D
N00048018,"Baddar, Youseff",I
N00048019,"Barnes, John",D
N00048020,"Smith, Shirley",D
N00048021,"Flannery, Bryan",D
N00048022,"Corrigan, Daniel",D
N00048023,"Kelley, Brenden",D
N00048024,"McKenzie, Elizabeth",I
N00048025,"Swoboda, John",D
N00048026,"Hunt, Alexandra",D
N00048027,"Tran, Vi",D
N00048028,"Webster, Jake",D
N00048030,"Kite, George",R
N00048031,"Richardson, Ken",R
N00048032,"Bailey, William",R
N00048034,"McKnight, Quincy",R
N00048035,"Billand, Mike",R
N00048036,"Rodriguez, Lucia",R
N00048037,"Tucker, Terry",D
N00048040,"Egan, Mike",R
N00048042,"Hunt, Trey",D
N00048043,"Howard, Eugene",D
N00048044,"Berg, Matt",D
N00048045,"Smith, Tyler Ray",R
N00048046,"Namdarkhan, Bardia",R
N00048047,"Markland, Monty",R
N00048048,"Trevino, Ryan",D
N00048049,"Flores, Mayra",R
N00048050,"Anderson, David Jr",D
N00048051,"Fewings, Danielle",D
N00048052,"Acheson, Phelan",I
N00048053,"Barve, Gary",R
N00048054,"Kent, Joe",R
N00048055,"Yakhour, Wadi",R
N00048056,"St. John, Heidi",R
N00048057,"Gallardo, Stephanie",D
N00048059,"VandenPlas, Jacob",L
N00048060,"Bouchard, Anthony",R
N00048061,"Selvig, Marissa Joy",R
N00048062,"Keller, Bryan",R
N00048093,"Flory, Jenn",R
N00048094,"Loftis, Heath",R
N00048095,"Ainsworth, Brian",R
N00048097,"Ingram, Denard Tyrone",D
N00048098,"Henry, Juli",R
N00048099,"Loubriel, Jake",R
N00048100,"Abud, Edward",D
N00048101,"Miguel, Luis",R
N00048102,"Gilbert, Jeremy",R
N00048103,"Salinas, Allison",R
N00048105,"Parham, Nicholas",I
N00048107,"Sifton, Scott",D
N00048108,"Strauss, Nick",I
N00048109,"Kelly, Jewel",D
N00048111,"Borghese, Rene",R
N00048112,"Jackson, Jeff",D
N00048113,"Ellerby, Carlton",R
N00048114,"Edwards, Ava",D
N00048116,"Taylor, Shannon Marie",L
N00048117,"Mousourakis, Shawn",I
N00048118,"Musick, Zachary",R
N00048119,"Leipold, Michael",R
N00048120,"Meiring, Eric",I
N00048121,"Patel, Neil",R
N00048122,"Barlow, Will",D
N00048123,"Stern, Everett",R
N00048124,"DeBellis, John",R
N00048125,"Rosenfeld, Martin",R
N00048126,"Norton, Kyle",D
N00048127,"Mulholland, Richard",R
N00048128,"Johnson, Larry",D
N00048129,"Gale, Sean",R
N00048130,"Bartos, Jeff",R
N00048131,"Kenyatta, Malcolm",D
N00048132,"Khalil, Alex",D
N00048134,"Glines, Allen",D
N00048135,"Frank, Aaron",I
N00048136,"Spencer, Bradford",I
N00048137,"Battino, Gillian",D
N00048138,"Lasry, Alex",D
N00048139,"Resendez, Jessica",D
N00048141,"McDonald, Reece Wright",D
N00048143,"Purham, Randy",R
N00048144,"Anderson, Terell",D
N00048145,"Strong, Dale",R
N00048146,"Blalock, Andy",R
N00048147,"Kumar, Neil",R
N00048148,"Hays, Lauren",D
N00048149,"Blackman, Walt",R
N00048151,"Engel, Kirsten",D
N00048152,"Friese, Randy",D
N00048153,"Urrea, Marcos",D
N00048154,"Stahl, Judith",D
N00048155,"DeHart, Brandon",R
N00048156,"Ulis, Eric",D
N00048157,"Stovall, Alex",R
N00048158,"Godfrey, Marcus",L
N00048160,"Curry, Eric",D
N00048161,"London, Monika",R
N00048162,"Giglio, David",R
N00048163,"Hubbard, Lourin",D
N00048164,"Nazanin, Rhoda",D
N00048165,"Bellingham, Chris",D
N00048166,"Luevanos, Ruth",D
N00048167,"Covell, Carolyn",R
N00048168,"Raphael, Patrick",R
N00048171,"Martinez, Susan",D
N00048172,"Zimmerman, Marina",R
N00048173,"Torres, David",D
N00048174,"Dowell, Jeremy",D
N00048175,"Imer, Laurel",R
N00048176,"Brooks, Linda",R
N00048177,"Hawk, Danielle",D
N00048178,"Liggett, Jeremy",R
N00048179,"Mills, Cory",R
N00048180,"Wells, Patrick",R
N00048181,"Gregg, Perry",D
N00048182,"Hites, Becky",R
N00048183,"Sabatini, Anthony",R
N00048184,"Soriano, Gavriel Eliyahu",R
N00048185,"Craft, Frank",L
N00048186,"Hyde, Martin",R
N00048187,"Martz, Melissa",R
N00048188,"Dowling, Elvin",D
N00048189,"Holness, Dale",D
N00048190,"Onias, Marlon",D
N00048191,"Taylor, Priscilla",D
N00048192,"Buongiorno, Jeffrey",R
N00048193,"Dorilas, Rod",R
N00048194,"Chess, Steve",R
N00048196,"Suleman, Saad",R
N00048197,"Gentle, Adam",D
N00048198,"Taylor, Tracy",R
N00048199,"Medina, Ian Anthony",D
N00048200,"Earls, Harold",R
N00048202,"Reuter, Kimberly",D
N00048203,"Cannon, Beau",D
N00048204,"Daza, Antonio",D
N00048206,"McCormack, Holly",D
N00048207,"Hanusa, Mary Ann",R
N00048208,"Birgans, Kirby",D
N00048209,"Thompson, Michael Anthony",D
N00048210,"Butler, Chris",D
N00048211,"Burau, Justin",R
N00048212,"Ahmed, Junaid",D
N00048213,"Young, Geno",R
N00048214,"Allen, Corey",R
N00048217,"Wirth, Claire",R
N00048218,"Preece, Chris",D
N00048220,"Sossa-Paquette, Jeff",R
N00048221,"Harden, Dave",D
N00048222,"Kelley, Joe",R
N00048223,"Pitocco, Antonio",R
N00048224,"Jenkins, Jonathan",R
N00048225,"Poissonnier, Robert",R
N00048226,"Sutton, Michael",D
N00048227,"Sheriff, Peggy",R
N00048228,"Johnson, Audra",R
N00048230,"Scott, Ezra",R
N00048231,"Carra, Stephen",R
N00048232,"Rocha, Jon",R
N00048233,"Hastings, Michael",R
N00048234,"Kail, Evan",D
N00048235,"Oppegaard-Peltier, Ernest",D
N00048236,"Johnson, Travis",L
N00048237,"Smith, Wesley",3
N00048238,"Dennison, Jeremy",R
N00048239,"Avery, Hunter",D
N00048240,"Ezell, Mike",R
N00048242,"Ackerman, Michael",R
N00048243,"Richardson, Montel",D
N00048244,"Painter, Teresa Royal",R
N00048245,"Mammadov, Ram",D
N00048246,"Parra, Madeline",D
N00048247,"Remillard, Josh",D
N00048248,"Beach-Ferrara, Jasmine",D
N00048249,"Nevarez, Wendy",R
N00048250,"Dean, Katie",D
N00048251,"Carey, Jan",D
N00048252,"Rios, Francisco",R
N00048253,"Lee, Tyler",R
N00048254,"Acciard, Julian",R
N00048256,"Olivas, Laura",I
N00048257,"Lucero, Ronnie",R
N00048258,"Martinez, Elisa",R
N00048259,"Moores, Mark",R
N00048260,"Chavez, Michaela",R
N00048262,"Smith, Austin",D
N00048263,"Surdi, Kevin",R
N00048264,"Vasquez, Jordan",D
N00048265,"Sheth, Ashmi",D
N00048266,"Wolfe, Andrew",R
N00048267,"Cerrotti, Jesse",D
N00048268,"Abdelhamid, Rana",D
N00048269,"Schmitt, Colin",R
N00048270,"Meade, Matthew",D
N00048271,"Agan, Jeffrey Jr",D
N00048272,"Stapleton, Baxter",D
N00048273,"Knight, Will",D
N00048276,"Diemer, Matthew",D
N00048277,"Miller, Max",R
N00048278,"Burton, Daniel Jr",R
N00048279,"Rodill, Austin",D
N00048280,"Kennedy, Bob",R
N00048282,"Davison, Justin",R
N00048283,"Spurlock, Jeanette",R
N00048284,"Dunn, Tom",R
N00048285,"Reichert, Steve",R
N00048286,"Arthur, Barbara",R
N00048287,"Doss, Nathaniel III",D
N00048288,"Kelly, Odessa",D
N00048289,"Crain, Mark",I
N00048292,"Gearing, Charles",D
N00048293,"Bean, Lydia",D
N00048294,"Hinterlong, Matt",D
N00048295,"Wright, Susan",R
N00048296,"Harrison, Brian",R
N00048297,"Allison, Tammy",D
N00048298,"Eddings, Daryl",D
N00048299,"Wood, Michael",R
N00048300,"Moses, Patrick",D
N00048301,"Rodermund, Travis",R
N00048302,"Lassiter, Shawn",D
N00048304,"Mockus, Damien",R
N00048305,"Lopez, Roland",R
N00048306,"Jarchow, Ryan",R
N00048307,"Mitchell, Jonathan",R
N00048308,"Dante, Ruben Landon",R
N00048309,"Smith, Gina Dunckel",R
N00048310,"Woods, Marshall",D
N00048311,"Thompson, Charles",D
N00048312,"Sotelo, Philip",R
N00048313,"Navarre, Stewart",D
N00048314,"Engquist, Ted",R
N00048315,"Kiggans, Jen",R
N00048316,"Lowe, Kimberly",R
N00048318,"Beatty, John",R
N00048319,"Dalsimer, Ally",D
N00048320,"Hennrich, Brent",D
N00048321,"Lauser, Lucy",D
N00048322,"Klippert, Brad",R
N00048323,"Sessler, Jerrod",R
N00048324,"Hansen, Aaron",R
N00048325,"Paz, Amelia",D
N00048326,"Mikkelson, Audun",R
N00048327,"Sisco, Michael Raymond",R
N00048328,"Gray, Chuck",R
N00048381,"Speights, Karl",R
N00048382,"Tshibaka, Kelly",R
N00048383,"Lee, Huhnkie",I
N00048384,"Blanchard, Lynda",R
N00048385,"Morgan, Jan",R
N00048386,"Paveza, Robert",R
N00048389,"Taylor, Ernest Jr",D
N00048390,"Khenson, Max",D
N00048391,"Mehta, Urvishkumar",I
N00048393,"Grant, Steven B",I
N00048394,"Holic, Jason",I
N00048396,"Pinney, Dwayne",R
N00048397,"Bennett, Shantele",I
N00048398,"Driggers, Calvin",R
N00048403,"Saddler, Latham",R
N00048404,"King, Kelvin",R
N00048405,"Carlin, Jim",R
N00048406,"Arview, Tim",R
N00048407,"Cruz, Rob",R
N00048408,"Gabehart, Jason",I
N00048409,"McGreevey, Jon",R
N00048411,"Brinkmann, John",R
N00048412,"Kunce, Lucas",D
N00048413,"Greitens, Eric",R
N00048414,"Schmitt, Eric",R
N00048415,"Toder, Spencer",D
N00048416,"Gaghan, James",R
N00048417,"Lagrone, Tobias",D
N00048419,"Rhoads, Christina",R
N00048420,"Rhinehardt, Kimrey",I
N00048421,"Hamrick, Jenna",D
N00048422,"Griffiths, Benjamin",R
N00048423,"Rodriguez, Brenda Laney",I
N00048425,"Newton, Rett",D
N00048426,"McCrory, Pat",R
N00048429,"Griffin, Peter",3
N00048431,"Mugulusi, Moses",D
N00048432,"Ben-Avi, Tyrrell",I
N00048434,"Thompson, MacKenzie",R
N00048435,"Timken, Jane",R
N00048436,"Taylor, Richard",D
N00048437,"Moreno, Bernie",R
N00048439,"Lahmeyer, Jackson",R
N00048440,"Duch, Billy",R
N00048441,"Shank, Al",D
N00048443,"Street, Sharif",D
N00048444,"Baumlin, Kevin",D
N00048445,"Arkoosh, Val",D
N00048448,"Swain, Tim",R
N00048449,"Matthews, Krystle",D
N00048451,"Mitchell, Nicholas",D
N00048452,"Mpiana, Mfumu",I
N00048453,"Werner, Michael Joseph II",R
N00048454,"Smiley, Tiffany",R
N00048455,"Godlewski, Sarah",D
N00048456,"Neubert, Keith",R
N00048460,"Amato, Bruno",D
N00048461,"Vilme, Pradel",D
N00048462,"Evans, Shannon Scott",R
N00048465,"Wardynski, Casey",R
N00048466,"Wright, Harrison",R
N00048467,"Von Krieg, Bianca",D
N00048468,"Hernandez, Daniel",D
N00048469,"Hodge, Jevin",D
N00048470,"Rodriguez, Saul",R
N00048471,"Toomim, Leah",R
N00048473,"Smith, Aaron",R
N00048474,"Aslanpour, Simon",R
N00048476,"Osorio, Bryan",D
N00048477,"Wood, Marisa",D
N00048479,"Gates, Derrick",R
N00048480,"Ani, Sylvester Jr",D
N00048481,"Mosely, Brandon",D
N00048482,"Rodriguez, Christopher",R
N00048483,"Holman Leak, Barrett",D
N00048484,"Waters, Dom",D
N00048485,"Burnett, Debby",D
N00048486,"Rhodes, Kellie",D
N00048487,"Leatherwood, Rebecca",R
N00048488,"Rickerson, Glenn",R
N00048489,"Mulder, Eric",L
N00048490,"Lazor, Larry",R
N00048491,"Kelly, Jeremy",R
N00048494,"Chuba, Jon",R
N00048495,"Parker, Kevin",D
N00048497,"Morgan, Carter",R
N00048498,"Jackson, Natalie",D
N00048499,"Diamond, Ben",D
N00048500,"Hotchkiss, Christian David",D
N00048501,"Thurston, Perry",D
N00048502,"Ter Maat, Michael",L
N00048503,"DuBose, Bobby",D
N00048504,"Hardy, Omari",D
N00048507,"Franzese, Dan",R
N00048508,"Schaffer, Jeremiah",R
N00048509,"Herring, Wade",D
N00048510,"Welsh, Eric",R
N00048511,"McMain, Marc",R
N00048512,"Barr, Timothy",R
N00048513,"Clay, Mark",R
N00048514,"Palmer, David",D
N00048516,"Bower, Forrest",D
N00048517,"Fyfe, Matt",D
N00048518,"Van Dam, Rich",R
N00048519,"Barassi, Nick",R
N00048520,"Brown, Jesse",R
N00048521,"August, David",I
N00048522,"Manolache, Gabi",R
N00048523,"Wajer, Logan",I
N00048524,"Tran, Khanh",D
N00048525,"Leathers, JD",D
N00048526,"Reynolds, Derral",R
N00048527,"Brooks, Raymond N",R
N00048528,"Schustrom, Bill",D
N00048530,"Zygmond, Curt",I
N00048531,"Kinsey, Craig",R
N00048532,"Lee, Denton",D
N00048533,"Evans, Charles",D
N00048534,"Hess, Bo",D
N00048535,"Gash, Eric",D
N00048536,"Maxwell, Joel",R
N00048537,"Burns, Robert",R
N00048538,"Rush, Carolyn",D
N00048539,"Kovic, Robert",R
N00048540,"Quinn, Patrick",R
N00048542,"Vilela, Amy",D
N00048543,"Sims, Aaron",D
N00048544,"Prijten, Reinier",R
N00048545,"Atkinson, John",D
N00048547,"Kaur, Navjot Pal",D
N00048548,"Hamdan, Benine",D
N00048549,"Cuellar, Desi",R
N00048550,"Buccola, Brandon",R
N00048551,"Chaires, Justin",D
N00048552,"Koons, Lonny",R
N00048553,"Bahar, Hugh",R
N00048554,"Centers, Brent",R
N00048555,"Majewski, J R",R
N00048556,"Corey, Seth",D
N00048557,"Simms, Jill Eaton",R
N00048558,"Peterson, Bob",R
N00048559,"Stewart, Brian",R
N00048560,"Lare, Jeff",R
N00048561,"Kunze, Stephanie",R
N00048562,"Edmonds, Ruth",R
N00048563,"Fix, Jeffrey M",R
N00048564,"Tarazi, Omar",R
N00048565,"Stinziano, Michael",D
N00048566,"Hwang, Tom",R
N00048567,"Russo, Allison",D
N00048568,"Carey, Mike",R
N00048570,"Sandvig, Nate",R
N00048571,"Galluch, David",R
N00048572,"Piper-Loomis, Lynz",R
N00048573,"Chapman, John",R
N00048574,"Cooper, Brandon",R
N00048575,"Allen, Graham",R
N00048576,"Bushay, Louis",R
N00048577,"McBride, Mark",R
N00048579,"Shannon, Rick",I
N00048580,"Bailey, Kathleen Cordelia",D
N00048581,"Kim, Sery",R
N00048582,"Salazar, Manuel",D
N00048583,"Stephenson, Brian K",D
N00048584,"Ballantine, Michael",R
N00048585,"Castro, John",R
N00048586,"Hullihan, Jonathan",R
N00048587,"Vasquez, Clementine",D
N00048588,"Ellis, Jameson",R
N00048589,"Rector, Chris",R
N00048590,"Brown, Kathleen",D
N00048591,"Stevens, Michael Travis",R
N00048592,"Sturm, Scott",D
N00048593,"French, Michael Alexander Mr.",R
N00048594,"Lira, John",D
N00048595,"Manning, Zachariah",D
N00048596,"Hamilton, Jane",D
N00048597,"Salazar, Girien",R
N00048598,"DeMille, Thomas",3
N00048599,"Percle, Clay",R
N00048600,"Lott, Paul",R
N00048601,"Carpio, Monica",R
N00048602,"Jenkins, Chris",D
N00048603,"Overton, Matthew August",R
N00048604,"Culp, Loren",R
N00048605,"Larkin, Matt",R
N00048606,"Mullenix, Douglas",R
N00048627,"Darden, Dustin",3
N00048628,"Little, Sam",R
N00048629,"Deel, Michael",R
N00048630,"Lamon, Jim",R
N00048632,"Pastrana, Allek",D
N00048633,"Muhlbauer, Dave",D
N00048634,"Hauskins, Daniel Jr",3
N00048635,"McCray, Valerie",D
N00048636,"Gao, Ruth",D
N00048637,"Porter, Deshon",R
N00048639,"McCloskey, Mark",R
N00048640,"Beasley, Cheri",D
N00048642,"Banwart, Jen",R
N00048643,"Harper, Kenneth",R
N00048644,"Cooke, Marty",R
N00048647,"Beebe, Rodney Jason",R
N00048648,"Hayes, James",R
N00048650,"Johnson, Ron",R
N00048651,"Tapera, Lew",D
N00048652,"Aubart, Scott",I
N00048653,"Olikara, Steven",D
